formula	moleculeIds	moleculeNames	SuperClass	Class	
C21H36O9	HMDB0037823	Glucosyl (2E,6E,10x)-10,11-dihydroxy-2,6-farnesadienoate	Lipids and lipid-like molecules	Prenol lipids	
C21H37O6P	HMDB0007007	CPA(18:2(9Z,12Z)/0:0)	Lipids and lipid-like molecules	Fatty Acyls	
C21H38O4	HMDB0011538|HMDB0011568	MG(0:0/18:2(9Z,12Z)/0:0)|MG(18:2(9Z,12Z)/0:0/0:0)	Lipids and lipid-like molecules	Fatty Acyls	
C21H39O6P	HMDB0007005|HMDB0007006	CPA(18:1(11Z)/0:0)|CPA(18:1(9Z)/0:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C21H39O7P	HMDB0007852|HMDB0007856	LysoPA(0:0/18:2(9Z,12Z))|LysoPA(18:2(9Z,12Z)/0:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C21H40O4	HMDB0011536|HMDB0011537|HMDB0011566|HMDB0011567|HMDB0033372|HMDB0034031|HMDB0094684	MG(0:0/18:1(11Z)/0:0)|MG(0:0/18:1(9Z)/0:0)|MG(18:1(11Z)/0:0/0:0)|MG(18:1(9Z)/0:0/0:0)|Stearoyllactic acid|3-(2-Heptenyloxy)-2-hydroxypropyl undecanoate|Monooleoylglycerol	Lipids and lipid-like molecules	"Glycerolipids;Fatty Acyls"	
C21H41NO5	HMDB0013166|HMDB0061640	2-Hydroxymyristoylcarnitine|3-hydroxytetradecanoyl carnitine	Lipids and lipid-like molecules	";Fatty Acyls"	
C21H41O6P	HMDB0007004	CPA(18:0/0:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C21H41O7P	HMDB0007851|HMDB0007855|HMDB0011133	LysoPA(0:0/18:1(9Z))|LysoPA(18:1(9Z)/0:0)|DHAP(18:0)	Lipids and lipid-like molecules	"Glycerophospholipids;"	
C21H41O8P	HMDB0114778|HMDB0115482	PA(10:0/8:0)|PA(8:0/10:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C21H42NO2	HMDB0013208	9-Hexadecenoylcholine	Other		
C21H42O2	HMDB0002337|HMDB0002345|HMDB0031319|HMDB0035668|HMDB0035669|HMDB0035670|HMDB0035671	Homophytanic acid|Heneicosanoic acid|2,3,7,11,15-Pentamethylhexadecanoic acid|6-Hydroxy-8-heneicosanone|8-Hydroxy-6-heneicosanone|4-Hydroxy-6-heneicosanone|6-Hydroxy-4-heneicosanone	Lipids and lipid-like molecules	"Prenol lipids;Fatty Acyls"	
C21H42O4	HMDB0031075|HMDB0011131|HMDB0011535|HMDB0072877|HMDB0072842	Glycerol 1-octadecanoate|MG(18:0/0:0/0:0)|MG(0:0/18:0/0:0)|MG(0:0/i-18:0/0:0)|MG(i-18:0/0:0/0:0)	Lipids and lipid-like molecules	"NA;Glycerolipids"	
C21H43N5O7	HMDB0014936	Gentamicin	Other		
C21H43O7P	HMDB0007850|HMDB0007854	LysoPA(0:0/18:0)|LysoPA(18:0/0:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C21H44NO6P	HMDB0011152	PE(P-16:0e/0:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C21H44NO7P	HMDB0011473|HMDB0011503	LysoPE(0:0/16:0)|LysoPE(16:0/0:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C22H23NO6	HMDB0030435	Simulansamide	Other		
C22H23NO7	HMDB0033439|HMDB0033441	(-)-alpha-Narcotine|(±)-alpha-Narcotine	Other		
C22H24O7	HMDB0029869|HMDB0033258|HMDB0041307|HMDB0124790|HMDB0124791|HMDB0134570|HMDB0134572|HMDB0134574|HMDB0135563|HMDB0135565|HMDB0135566|HMDB0135567|HMDB0135569|HMDB0135571|HMDB0135573|HMDB0135575	Hemiariensin|Isoyatein|Italipyrone|2-[2,3-dihydroxy-4,6-dimethoxy-5-(3-methylbut-2-en-1-yl)phenyl]-7-hydroxy-3,4-dihydro-2H-1-benzopyran-4-one|6,7-dihydroxy-2-[6-hydroxy-2,4-dimethoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3,4-dihydro-2H-1-benzopyran-4-one|3,4,5-trihydroxy-6-[3-(2-phenylcyclobutyl)phenoxy]oxane-2-carboxylic acid|3,4,5-trihydroxy-6-[4-(2-phenylcyclobutyl)phenoxy]oxane-2-carboxylic acid|6-(1,2-diphenylcyclobutoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid|6-[(1,3-diphenylbut-3-en-2-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid|3,4,5-trihydroxy-6-[2-(4-phenylbut-1-en-2-yl)phenoxy]oxane-2-carboxylic acid|3,4,5-trihydroxy-6-[2-(3-phenylbut-3-en-1-yl)phenoxy]oxane-2-carboxylic acid|6-[(1,3-diphenylbut-3-en-1-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid|3,4,5-trihydroxy-6-[4-(4-phenylbut-1-en-2-yl)phenoxy]oxane-2-carboxylic acid|3,4,5-trihydroxy-6-[3-(4-phenylbut-1-en-2-yl)phenoxy]oxane-2-carboxylic acid|3,4,5-trihydroxy-6-[3-(3-phenylbut-3-en-1-yl)phenoxy]oxane-2-carboxylic acid|3,4,5-trihydroxy-6-[4-(3-phenylbut-3-en-1-yl)phenoxy]oxane-2-carboxylic acid	Lipids and lipid-like molecules	";Fatty Acyls"	
C22H26N4	HMDB0029561|HMDB0030280	(+)-Calycanthine|(-)-Chimonanthine	Other		
C22H26O6	HMDB0030810|HMDB0035404|HMDB0035405	Porson|Isogingerenone B|Gingerenone B	Other		
C22H26O7	HMDB0029542|HMDB0034016	Clusin|6-Hydroxy-9,9-dimethyl-5-(3-methyl-1-oxobutyl)-1-propyl-3H,9H-[1,2]-dioxolo[3',4':4,5]furo[2,3-f][1]benzopyran-3-one	Other		
C22H26O8	HMDB0038928|HMDB0039068|HMDB0135640	Lirioresinol A|(R)-Byakangelicinn 2'-(3-methylbutanoate)|3,4,5-trihydroxy-6-[1-(4-methoxyphenyl)-3-phenylpropoxy]oxane-2-carboxylic acid	Lipids and lipid-like molecules	";Fatty Acyls"	
C22H27ClN2O	HMDB0041918	Lorcainide	Other		
C22H27FN4O2	HMDB0015397	Sunitinib	Other		
C22H28N6O3S	HMDB0014843	Delavirdine	Other		
C22H29FO6	HMDB0061022	6-beta-hydroxydexamethasone	Lipids and lipid-like molecules	Steroids and steroid derivatives	
C22H29O3	HMDB0062685	14-oxo-DoHE(1-)	Lipids and lipid-like molecules	Fatty Acyls	
C22H30O2	HMDB0060707|HMDB0060719|HMDB0060755	15beta-Hydroxydesogestrel|2-Hydroxydesogestrel|3a-Hydroxydesogestrel	Lipids and lipid-like molecules	Steroids and steroid derivatives	
C22H30O3	HMDB0002726|HMDB0031059|HMDB0060710	Guggulsterone|2-Hydroxy-6-(8,11,14-pentadecatrienyl)benzoic acid|17-Hydroxymethylethisterone	Lipids and lipid-like molecules	"Steroids and steroid derivatives;"	
C22H30O6	HMDB0030844|HMDB0031933|HMDB0035206|HMDB0035922	6,7-Dimethoxy-7-epirosmanol|11,12-Dihydroxy-7,14-dimethoxy-8,11,13-abietatrien-20,6-olide|Bakkenolide B|Nigakihemiacetal B	Lipids and lipid-like molecules	Prenol lipids	
C22H31FO2S2	HMDB0042040	Tipredane	Lipids and lipid-like molecules	Steroids and steroid derivatives	
C22H32O2	HMDB0002183|HMDB0030053|HMDB0030446|HMDB0035185|HMDB0038908	Docosahexaenoic acid|Neogrifolin|Grifolin|Retinol acetate|(Z,Z)-2-Methyl-5-(8,11,14-pentadecatrienyl)-1,3-benzenediol	Lipids and lipid-like molecules	"Fatty Acyls;Prenol lipids;"	
C22H32O3	HMDB0001939|HMDB0010213|HMDB0013620|HMDB0013621|HMDB0014398|HMDB0015489|HMDB0033896|HMDB0039885|HMDB0060037|HMDB0060040|HMDB0060047|HMDB0060048|HMDB0060049|HMDB0060050|HMDB0060051|HMDB0060112	Medroxyprogesterone|17-HDoHE|19(20)-EpDPE|16(17)-EpDPE|Medrysone|Testosterone Propionate|Anacardic acid|3-Hydroxyneogrifolin|10-HDoHE|11-HDoHE|16-HDoHE|20-HDoHE|4-HDoHE|7-HDoHE|8-HDoHE|4-Hydroxy-all-trans-retinyl acetate	Lipids and lipid-like molecules	"Steroids and steroid derivatives;Fatty Acyls;;Prenol lipids"	
C22H34O2	HMDB0032257|HMDB0001976|HMDB0006528|HMDB0035024|HMDB0035581|HMDB0038909|HMDB0039133|HMDB0039530	Ethyl abietate|Docosapentaenoic acid (22n-6)|Docosapentaenoic acid|ent-16-Kauren-19-ol acetate|1-Phenyl-1,3-hexadecanedione|2-Methyl-5-(8,11-pentadecadienyl)-1,3-benzenediol|4,8,12,15,19-Docosapentaenoic acid|Ethyl icosapentate	Lipids and lipid-like molecules	"Prenol lipids;Fatty Acyls;"	
C22H34O3	HMDB0031465|HMDB0033897|HMDB0034944|HMDB0036722|HMDB0041001|HMDB0041302	Methyl-[10]-shogaol|Ginkgoic acid|Siderol|ent-17-Acetoxy-16b-kauran-19-al|Volemolide|(R)-3,4-Dihydro-8-hydroxy-3-tridecyl-1H-2-benzopyran-1-one	Lipids and lipid-like molecules	";Prenol lipids"	
C22H36O2	HMDB0002226|HMDB0035676|HMDB0035677|HMDB0038910|HMDB0062725	Adrenic acid|1-Hydroxy-1-phenyl-3-hexadecanone|3-Hydroxy-1-phenyl-1-hexadecanone|2-Methyl-5-(8-pentadecenyl)-1,3-benzenediol|Ethyl Arachidonate	Lipids and lipid-like molecules	"Fatty Acyls;"	
C22H36O3	HMDB0029683|HMDB0035477|HMDB0036801|HMDB0112073|HMDB0112069	2-Hydroxy-6-pentadecylbenzoic acid|Tridecyl phloretate|ent-16b,19-Kauranediol 19-acetate|12,15-Epoxy-13,14-dimethyleicosa-12,14,16-trienoic acid|12,15-Epoxy-13,14-dimethyleicosa-10,12,14-trienoic acid	Lipids and lipid-like molecules	";Fatty Acyls;Prenol lipids"	
C22H38O2	HMDB0002823|HMDB0031099	Docosatrienoic acid|(all-Z)-7,10,13-Docosatrienoic acid	Lipids and lipid-like molecules	Fatty Acyls	
C22H38O5	HMDB0015064	Misoprostol	Lipids and lipid-like molecules	Fatty Acyls	
C22H40O2	HMDB0061714|HMDB0062219	Docosadienoate (22:2n6)|13Z,16Z-docosadienoic acid	Lipids and lipid-like molecules	Fatty Acyls	
C22H40O4	HMDB0038073	Octadecyl fumarate	Lipids and lipid-like molecules	Fatty Acyls	
C22H42O2	HMDB0035566|HMDB0035567|HMDB0035568|HMDB0035569|HMDB0002068|HMDB0002884|HMDB0031013|HMDB0032470|HMDB0062659	7,9-Docosanedione|6,8-Docosanedione|5,7-Docosanedione|4,6-Docosanedione|Erucic acid|Cetoleic acid|Catelaidic acid|Phytyl acetate|N-butyl Oleate	Lipids and lipid-like molecules	";Fatty Acyls;Prenol lipids"	
C22H42O4	HMDB0040270|HMDB0041619	Diethylhexyl adipate|Dioctyl hexanedioate	Lipids and lipid-like molecules	Fatty Acyls	
C22H44O2	HMDB0000944|HMDB0035651|HMDB0035655|HMDB0035660|HMDB0035667|HMDB0040290	Behenic acid|6-Hydroxy-8-docosanone|8-Hydroxy-6-docosanone|5-Hydroxy-7-docosanone|4-Hydroxy-6-docosanone|Butyl octadecanoate	Lipids and lipid-like molecules	Fatty Acyls	
C22H44O3	HMDB0061660	2(R)-hydroxydocosanoic acid	Lipids and lipid-like molecules	Fatty Acyls	
C22H45NO	HMDB0000583	Docosanamide	Lipids and lipid-like molecules	Fatty Acyls	
C23H25NO6	HMDB0033097	7-Formyldehydrothalicsimidine	Other		
C23H30NO3	HMDB0014920	Propantheline	Other		
C23H30O6	HMDB0036462|HMDB0015459|HMDB0030523|HMDB0030868|HMDB0035027|HMDB0035774	Virolongin B|Cortisone acetate|Citreoviridin C|Citreoviridin A|Melleolide F|Armillyl orsellinate	Lipids and lipid-like molecules	";Steroids and steroid derivatives;Prenol lipids"	
C23H30O7	HMDB0029464|HMDB0030828|HMDB0031368|HMDB0034607|HMDB0036781|HMDB0036929|HMDB0038785	Asteltoxin|2-(4-Allyl-2,6-dimethoxyphenoxy)-1-(3,4,5-trimethoxyphenyl)-1-propanol|(1a,5b,6a)-7-Protoilludene-1,5,6,14-tetrol 14-(2,4-dihydroxy-6-methylbenzoic acid)|Judeol|Diosbulbin H|13-Hydroxydihydromelleolide|Melleolide E	Lipids and lipid-like molecules	";Other;Prenol lipids"	
C23H32N2O5	HMDB0014324	Ramipril	Other		
C23H32O2	HMDB0033786|HMDB0039762	Plastoquinone 3|1,1'-[1,11-Undecanediylbis(oxy)]bisbenzene	Lipids and lipid-like molecules	"Prenol lipids;"	
C23H32O7	HMDB0035779	Armillane	Lipids and lipid-like molecules	Prenol lipids	
C23H34O5	HMDB0013656|HMDB0014518|HMDB0033400|HMDB0040953|HMDB0060731	15-deoxy-delta12,14-Prostaglandin J2-2-glycerol ester|Treprostinil|Annoglabasin A|Tussilagone|Digoxigenin	Lipids and lipid-like molecules	"Fatty Acyls;;Prenol lipids;Steroids and steroid derivatives"	
C23H36N6O5S	HMDB0014423	Argatroban	Other		
C23H38O2	HMDB0035678|HMDB0038527|HMDB0038531|HMDB0038532|HMDB0094685	3-Hydroxy-1-phenyl-1-heptadecanone|5-(12-Heptadecenyl)-1,3-benzenediol|5-(2-Heptadecenyl)-1,3-benzenediol|Irisresorcinol|Hexadecyl Benzoic acid	Lipids and lipid-like molecules	"Fatty Acyls;"	
C23H38O4	HMDB0004666|HMDB0011549|HMDB0011578|HMDB0011579|HMDB0035273|HMDB0036356|HMDB0036568	2-Arachidonylglycerol|MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0)|MG(20:4(5Z,8Z,11Z,14Z)/0:0/0:0)|MG(20:4(8Z,11Z,14Z,17Z)/0:0/0:0)|1-Acetoxy-2-hydroxy-5,12,15-heneicosatrien-4-one|[12]-Gingerol|Persenone A	Lipids and lipid-like molecules	"Endocannabinoids;Glycerolipids;Fatty Acyls;"	
C23H40NO7P	HMDB0011480|HMDB0011510	LysoPE(0:0/18:4(6Z,9Z,12Z,15Z))|LysoPE(18:4(6Z,9Z,12Z,15Z)/0:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C23H44NO7P	HMDB0011477|HMDB0011507	LysoPE(0:0/18:2(9Z,12Z))|LysoPE(18:2(9Z,12Z)/0:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C23H44O2	HMDB0035564|HMDB0035565	6,8-Tricosanedione|4,6-Tricosanedione	Other		
C23H46NO7P	HMDB0011475|HMDB0011476|HMDB0011505|HMDB0011506	LysoPE(0:0/18:1(11Z))|LysoPE(0:0/18:1(9Z))|LysoPE(18:1(11Z)/0:0)|LysoPE(18:1(9Z)/0:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C23H46O2	HMDB0001160|HMDB0035638|HMDB0035642|HMDB0035649|HMDB0035650	Tricosanoic acid|6-Hydroxy-8-tricosanone|8-Hydroxy-6-tricosanone|4-Hydroxy-6-tricosanone|6-Hydroxy-4-tricosanone	Lipids and lipid-like molecules	Fatty Acyls	
C23H48NO7P	HMDB0010381|HMDB0011129|HMDB0011130	LysoPC(15:0)|LysoPE(0:0/18:0)|LysoPE(18:0/0:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C24H24O5	HMDB0030655	Calabaxanthone	Other		
C24H26O11S	HMDB0128924	{2-[(3-methylbut-2-enoyl)oxy]-2-{9-[(3-methylbut-2-enoyl)oxy]-2-oxo-2H,8H,9H-furo[2,3-h]chromen-8-yl}propoxy}sulfonic acid	Other		
C24H26O6	HMDB0029981|HMDB0032729|HMDB0035796|HMDB0041521	1-Isomangostin|Dulxanthone B|alpha-Mangostin|3-Isomangostin	Other		
C24H30O4	HMDB0033271|HMDB0029488|HMDB0029489|HMDB0029490|HMDB0033543|HMDB0037588|HMDB0039065	Foetidin|Farnesiferol A|Farnesiferol B|(-)-Farnesiferol C|Assafoetidin|Gancaonin R|(3'alpha,5'alpha,9'xi,10'beta)-O-(3-Hydroxy-7-drimen-11-yl)umbelliferone	Lipids and lipid-like molecules	";Prenol lipids"	
C24H31NO4	HMDB0015669	Drotaverine	Other		
C24H32O5	HMDB0030162|HMDB0035834	Nevskin|Lucidone B	Lipids and lipid-like molecules	";Steroids and steroid derivatives"	
C24H34O2	HMDB0039760	1,1'-[1,12-Dodecanediylbis(oxy)]bisbenzene	Other		
C24H36O5	HMDB0000447|HMDB0014372|HMDB0038152	7a,12a-Dihydroxy-3-oxo-4-cholenoic acid|Lovastatin|Lucidone C	Lipids and lipid-like molecules	"Steroids and steroid derivatives;"	
C24H38O2	HMDB0006322|HMDB0006323|HMDB0035583	Tetracosapentaenoic acid (24:5n-6)|Tetracosapentaenoic acid (24:5n-3)|1-Phenyl-1,3-octadecanedione	Lipids and lipid-like molecules	"Fatty Acyls;"	
C24H38O3	HMDB0000308|HMDB0038522|HMDB0041453	3b-Hydroxy-5-cholenoic acid|2-(10-Heptadecenyl)-6-hydroxybenzoic acid|D8'-Merulinic acid C	Lipids and lipid-like molecules	"Steroids and steroid derivatives;"	
C24H38O4	HMDB0000328|HMDB0000460|HMDB0000467|HMDB0000503|HMDB0012866|HMDB0041454|HMDB0062742	12-Ketodeoxycholic acid|7-Hydroxy-3-oxocholanoic acid|Nutriacholic acid|7a-Hydroxy-3-oxo-5b-cholanoic acid|9'-Carboxy-alpha-chromanol|D8'-Merulinic acid A|12alpha-hydroxy-3-oxo-5beta-cholan-24-oic Acid	Lipids and lipid-like molecules	"Steroids and steroid derivatives;"	
C24H38O5	HMDB0000400|HMDB0000391|HMDB0000502|HMDB0033399|HMDB0035288|HMDB0062680	3,7-Dihydroxy-12-oxocholanoic acid|7-Ketodeoxycholic acid|3-Oxocholic acid|Annocherin A|(6b,7b,13R)-6,7-Diacetoxy-8,14-labdadiene-13-ol|7alpha,12alpha-dihydroxy-3-oxo-5beta-cholan-24-oic Acid	Lipids and lipid-like molecules	"Steroids and steroid derivatives;Prenol lipids;NA"	
C24H40O2	HMDB0006246|HMDB0035679|HMDB0035680	Tetracosatetraenoic acid (24:4n-6)|1-Hydroxy-1-phenyl-3-octadecanone|3-Hydroxy-1-phenyl-1-octadecanone	Lipids and lipid-like molecules	Fatty Acyls	
C24H40O3	HMDB0000381|HMDB0000713|HMDB0000717|HMDB0000761|HMDB0002431|HMDB0002492	Allolithocholic acid|Isoallolithocholic acid|Isolithocholic acid|Lithocholic acid|12b-Hydroxy-5b-cholanoic acid|7a-Hydroxy-5b-cholanic acid	Lipids and lipid-like molecules	"Steroids and steroid derivatives;"	
C24H40O4	HMDB0000348|HMDB0000361|HMDB0000384|HMDB0000411|HMDB0000438|HMDB0000478|HMDB0000514|HMDB0000518|HMDB0000626|HMDB0000664|HMDB0000686|HMDB0000733|HMDB0000811|HMDB0000946|HMDB0002451|HMDB0002488|HMDB0002536|HMDB0002585	3b,12a-Dihydroxy-5a-cholanoic acid|3b,7a-Dihydroxy-5b-cholanoic acid|3a,7a-Dihydroxycholanoic acid|3a,12b-Dihydroxy-5b-cholanoic acid|3b,12a-Dihydroxy-5b-cholanoic acid|Allodeoxycholic acid|Allochenodeoxycholic acid|Chenodeoxycholic acid|Deoxycholic acid|Isohyodeoxycholic acid|Isoursodeoxycholic acid|Hyodeoxycholic acid|Murocholic acid|Ursodeoxycholic acid|7b,12a-Dihydroxycholanoic acid|7a,12b-dihydroxy-5b-Cholan-24-oic acid|Isodeoxycholic acid|3b,12b-Dihydroxy-5b-cholanoic acid	Lipids and lipid-like molecules	Steroids and steroid derivatives	
C24H40O6	HMDB0000307|HMDB0000311|HMDB0000316|HMDB0000340|HMDB0000367|HMDB0000377|HMDB0000399|HMDB0000433|HMDB0000437|HMDB0013158|HMDB0013192	1b-Hydroxycholic acid|3b,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid|2b,3a,7a,12a-Tetrahydroxy-5b-cholanoic acid|3a,7a,12a,19-Tetrahydroxy-5b-cholanoic acid|3a,6b,7b,12a-Tetrahydroxy-5b-cholanoic acid|3a,6b,7b,12b-Tetrahydroxy-5b-cholanoic acid|3a,6b,7a,12a-Tetrahydroxy-5b-cholanoic acid|1,3,7,12-Tetrahydroxycholan-24-oic acid|3a,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid|1b,3a,7b-Trihydroxy-5b-cholanoic acid|3a,7b,21-Trihydroxy-5b-cholanoic acid	Lipids and lipid-like molecules	Steroids and steroid derivatives	
C24H40O6S	HMDB0000907	Sulfolithocholic acid	Lipids and lipid-like molecules	Steroids and steroid derivatives	
C24H40O7S	HMDB0002522|HMDB0002586|HMDB0002642	Chenodeoxycholic acid sulfate|Chenodeoxycholic acid 3-sulfate|Ursodeoxycholic acid 3-sulfate	Lipids and lipid-like molecules	Steroids and steroid derivatives	
C24H42O10	HMDB0060118|HMDB0060119|HMDB0060120|HMDB0060121	12-Hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate|12-O-D-Glucuronoside-13-hydroxyoctadec-9Z-enoate|10-Hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide|9-Hydroxy-10-O-D-glucuronoside-12Z-octadecenoate	Lipids and lipid-like molecules	Saccharolipids	
C24H42O2	HMDB0038380	Triton X 100	Lipids and lipid-like molecules	Fatty Acyls	
C24H42O21	HMDB0000757|HMDB0001296|HMDB0003553|HMDB0029931|HMDB0035323|HMDB0038490|HMDB0038870|HMDB0038871|HMDB0039173|HMDB0039174|HMDB0039176|HMDB0040182	Glycogen|Maltotetraose|Stachyose|Mannan|Fagopyritol B3|Bifurcose|Neobifurcose|Sesamose|3-beta-Glucosylcellotriose|3-beta-Cellobiosylcellobiose|Nystose|Fagopyritol A3	Other		
C24H42O7	HMDB0038242	Ascorbyl stearate	Lipids and lipid-like molecules	Fatty Acyls	
C24H44NO9P	HMDB0061694	1-Oleoylglycerophosphoserine	Lipids and lipid-like molecules	Glycerophospholipids	
C24H44O6	HMDB0032298|HMDB0029886	Glyceryl lactooleate|Sorbitan oleate	Lipids and lipid-like molecules	Fatty Acyls	
C24H44O7	HMDB0032521|HMDB0039225	Stearyl citrate|2-Stearyl citrate	Other		
C24H46O2	HMDB0035559|HMDB0035560|HMDB0035561|HMDB0035562|HMDB0035563|HMDB0002368|HMDB0029799	10,12-Tetracosanedione|7,9-Tetracosanedione|6,8-Tetracosanedione|5,7-Tetracosanedione|4,6-Tetracosanedione|Nervonic acid|(E)-2-Tetracosenoic acid	Lipids and lipid-like molecules	";Fatty Acyls"	
C24H47NO3	HMDB0013219	Behenoylglycine	Other		
C24H47O8P	HMDB0115484|HMDB0115680|HMDB0115686	PA(8:0/13:0)|PA(8:0/a-13:0)|PA(8:0/i-13:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C24H48O2	HMDB0002003|HMDB0035633|HMDB0035636|HMDB0040887	Tetracosanoic acid|5-Hydroxy-7-tetracosanone|4-Hydroxy-6-tetracosanone|20-Tetracosene-1,18-diol	Lipids and lipid-like molecules	Fatty Acyls	
C24H48O3	HMDB0039540	Cerebronic acid	Lipids and lipid-like molecules	Fatty Acyls	
C24H49O9P	HMDB0061697|HMDB0061703	1-Stearoylglycerophosphoglycerol|2-Stearoylglycerophosphoglycerol	Lipids and lipid-like molecules	Glycerophospholipids	
C24H50NO7P	HMDB0010382	LysoPC(16:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C24H50S2	HMDB0062674	Bis(2-methylundecan-2-yl) Disulfide	Other		
C25H22O6	HMDB0030108|HMDB0030687	Cudraflavone A|Cyclomorusin	Other		
C25H28N6O	HMDB0015163	Irbesartan	Other		
C25H28O6	HMDB0030149|HMDB0030862|HMDB0031743|HMDB0031917|HMDB0036596|HMDB0037097|HMDB0038868|HMDB0041259|HMDB0129603|HMDB0132647|HMDB0133035|HMDB0133036|HMDB0133037|HMDB0133038|HMDB0133039|HMDB0133062|HMDB0133063|HMDB0133064|HMDB0133065|HMDB0133066|HMDB0133068|HMDB0133069|HMDB0133070|HMDB0133071|HMDB0133072|HMDB0134737	Glisoflavanone|Kuwanon E|(±)-2',4',5,7-Tetrahydroxy-3',8-diprenylisoflavanone|Dulxanthone C|beta-Mangostin|3-Methyl-2-butenyl-(-)-piperitol|(S)-3',4',5,7-Tetrahydroxy-5',8-diprenylflavanone|1,7-Dihydroxy-3,6-dimethoxy-2,8-diprenylxanthone|2-(2,4-dihydroxyphenyl)-3-(3,7-dimethylocta-2,6-dien-1-yl)-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-4-one|2-(2,4-dihydroxyphenyl)-5,7-dihydroxy-6-(3-methylbut-1-en-1-yl)-3-(3-methylbut-2-en-1-yl)-3,4-dihydro-2H-1-benzopyran-4-one|(2E)-3-(4-hydroxyphenyl)-1-[2,4,6-trihydroxy-3-(4-hydroxy-3-methylbut-2-en-1-yl)-5-(3-methylbut-2-en-1-yl)phenyl]prop-2-en-1-one|(2E)-3-(4-hydroxyphenyl)-1-{2,4,6-trihydroxy-3-[(2E)-4-hydroxy-3-methylbut-2-en-1-yl]-5-(3-methylbut-2-en-1-yl)phenyl}prop-2-en-1-one|(2E)-1-{3-[(3,3-dimethyloxiran-2-yl)methyl]-2,4,6-trihydroxy-5-(3-methylbut-2-en-1-yl)phenyl}-3-(4-hydroxyphenyl)prop-2-en-1-one|2-[3-(4-hydroxyphenyl)oxirane-2-carbonyl]-4,6-bis(3-methylbut-2-en-1-yl)benzene-1,3,5-triol|(2E)-3-(3,4-dihydroxyphenyl)-1-[2,4,6-trihydroxy-3,5-bis(3-methylbut-2-en-1-yl)phenyl]prop-2-en-1-one|(2E)-3-(4-hydroxyphenyl)-1-[2,4,6-trihydroxy-3-(4-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)phenyl]prop-2-en-1-one|(2E)-3-(4-hydroxyphenyl)-1-{2,4,6-trihydroxy-3-[(2Z)-4-hydroxy-3-(4-methylpent-3-en-1-yl)but-2-en-1-yl]phenyl}prop-2-en-1-one|3-(4-hydroxyphenyl)-1-[2,4,6-trihydroxy-3-(8-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)phenyl]prop-2-en-1-one|3-(4-hydroxyphenyl)-1-{2,4,6-trihydroxy-3-[(6E)-8-hydroxy-3,7-dimethylocta-2,6-dien-1-yl]phenyl}prop-2-en-1-one|(2E)-3-(4-hydroxyphenyl)-1-[2,4,6-trihydroxy-3-(5-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)phenyl]prop-2-en-1-one|(2E)-3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxy-3-{[3-methyl-3-(4-methylpent-3-en-1-yl)oxiran-2-yl]methyl}phenyl)prop-2-en-1-one|(2E)-1-{3-[5-(3,3-dimethyloxiran-2-yl)-3-methylpent-2-en-1-yl]-2,4,6-trihydroxyphenyl}-3-(4-hydroxyphenyl)prop-2-en-1-one|(2E)-1-[3-(3,7-dimethylocta-2,6-dien-1-yl)-2,4,5,6-tetrahydroxyphenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one|(2E)-3-(3,4-dihydroxyphenyl)-1-[3-(3,7-dimethylocta-2,6-dien-1-yl)-2,4,6-trihydroxyphenyl]prop-2-en-1-one|(2E)-3-(2,4-dihydroxyphenyl)-1-[3-(3,7-dimethylocta-2,6-dien-1-yl)-2,4,6-trihydroxyphenyl]prop-2-en-1-one|3-[3,4-dihydroxy-5-(3-methylbut-2-en-1-yl)phenyl]-5,7-dihydroxy-8-(3-methylbut-2-en-1-yl)-3,4-dihydro-2H-1-benzopyran-4-one	Other		
